organization_name,org_type,amenity,healthcare,social_facility,address,city,lat,lon,distance_miles
eRxCity Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7172025,-73.9976732,8.52
Clear Stream Avenue School,school,school,,,60 Clear Stream Avenue,Valley Stream,40.6685772,-73.7183047,8.52
Prominis,clinic,,clinic,,37 5th Avenue,,40.681754,-73.9765838,8.52
Rite Aid,pharmacy,pharmacy,pharmacy,,4102 Church Avenue,Brooklyn,40.6511189,-73.9383648,8.52
Public School 130,school,school,,,,,40.7185361,-73.9984892,8.53
"Kumar Shah, M.D.",doctor,,doctor,,,,40.6878913,-73.981807,8.53
Amazing Choice Pharmacy,pharmacy,pharmacy,pharmacy,,6B Elizabeth Street,,40.7156098,-73.99742,8.53
The Modern Chemist,pharmacy,pharmacy,pharmacy,,,,40.7031662,-73.9915916,8.53
CityMD,clinic,clinic,clinic,,288 Flatbush Avenue,,40.6782763,-73.9735051,8.53
Brooklyn Center for Psychotherapy,psychotherapist,,psychotherapist,,300 Flatbush Avenue,,40.6781615,-73.973411,8.53
Allergy Asthma Care of Brooklyn,doctor,,doctor,,381 Flatbush Avenue,Brooklyn,40.6761778,-73.9714829,8.53
Sophia Scantlebury DDS,dentist,,dentist,,10 Plaza Street East,Brooklyn,40.6756128,-73.9708948,8.53
Invictus Bakery,social_facility,social_facility,,outreach,,,40.6810432,-73.9761886,8.53
Brooklyn Health Medical Alliance,clinic,clinic,,,14 Hanover Place,,40.689007,-73.9824912,8.53
HouseCalls Home Care,yes,,yes,,4257 Broadway,New York,40.8500708,-73.9360505,8.53
Early Childhood Center,kindergarten,kindergarten,,,,,40.6732591,-73.9684778,8.53
Corlears School,school,school,,,324 West 15th Street,New York,40.7407119,-74.003227,8.53
Public School K375 Jackie Robinson,school,school,,,,,40.6651049,-73.9594512,8.54
Isabella Geriatric Center,social_facility,social_facility,,nursing_home,515 Audubon Avenue,New York,40.8546073,-73.9274798,8.54
Bright Horizons,kindergarten,kindergarten,,,52 Water Street,Brooklyn,40.703177,-73.9919208,8.54
Pancare Pharmacy,pharmacy,pharmacy,pharmacy,,22 Bowery,,40.7148005,-73.9972296,8.54
United Health Pharmacy,pharmacy,pharmacy,pharmacy,,4 Elizabeth Street,,40.7154451,-73.9975207,8.54
Park Place Pharmacy,pharmacy,pharmacy,pharmacy,,160 Park Place,,40.6775468,-73.9731136,8.54
Walgreens,pharmacy,pharmacy,pharmacy,,296 Flatbush Avenue,Brooklyn,40.6780547,-73.9734757,8.54
JNJ Home Health Care,social_facility,social_facility,,ambulatory_care,,,40.6878401,-73.9818413,8.54
True Care Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6846396,-73.9793954,8.54
Soho Acupuncture Center,alternative,,alternative,,217 Centre Street,New York,40.719571,-73.9989735,8.54
Health Town Inc,alternative,,alternative,,,,40.7163581,-73.997923,8.54
Media and Communications High School,school,school,,,,,40.8555108,-73.9258598,8.55
K352 Ebbets Field Middle School,school,school,,,,,40.6648769,-73.9595336,8.55
Masjid Al-Farooq Al-Aqusa Islamic School,school,school,,,554-552 Atlantic Avenue,,40.6846127,-73.9795389,8.55
YWCA,social_facility,social_facility,,outreach,30 3rd Avenue,,40.6857403,-73.9805913,8.55
Orthodontics for Children,dentist,dentist,dentist,,514 West Merrick Road,Valley Stream,40.6697579,-73.7163145,8.55
Canal Pharmacy,pharmacy,pharmacy,pharmacy,,196 Canal Street,,40.7168191,-73.9982539,8.55
New York Recovery,physiotherapist,,physiotherapist,,146 Empire Boulevard,,40.6632526,-73.9574289,8.55
Fast & Friendly Pharmacy,pharmacy,pharmacy,pharmacy,,140 Empire Boulevard,,40.6632471,-73.9574992,8.55
Diamond Braces,dentist,dentist,dentist,,,,40.8488365,-73.9387994,8.55
Little Red School House & Elisabeth Irwin High School,school,school,,,,,40.7292834,-74.0019532,8.55
Public School 124,school,school,,,,,40.7144444,-73.9975,8.56
Law and Public Service High School,school,school,,,,,40.855641,-73.9257877,8.56
Exceed Upper School,school,school,,,,,40.6646489,-73.9596161,8.56
Pure Pediatrics,doctor,,doctor,,60B Mott Street,,40.7159705,-73.998147,8.56
Bayard L. C. Pharmacy,pharmacy,pharmacy,pharmacy,,62 Bayard Street,New York,40.7155025,-73.9978469,8.56
Newgen Pharmacy,pharmacy,pharmacy,pharmacy,,12A Pell Street,,40.7148055,-73.9977128,8.56
Super Health Pharmacy,pharmacy,pharmacy,pharmacy,,5th Avenue,Brooklyn,40.6812635,-73.9770097,8.56
Stephen M. Cohen DDS,dentist,dentist,dentist,,,,40.6752078,-73.9713238,8.56
New Pathways Counceling Center,psychotherapist,,psychotherapist,,148 Park Place,,40.6777701,-73.9736693,8.56
Albee Dentalcare,dentist,dentist,dentist,,,,40.6889822,-73.9833032,8.56
Brooklyn Prospect Downtown Elementary School,school,school,,,,,40.6920619,-73.9854432,8.56
Dental & Implant Center of Edgewater,dentist,dentist,dentist,,725 River Road,Edgewater,40.8182622,-73.9771107,8.56
Academy of Mount Saint Ursula,school,school,,,330 Bedford Park Boulevard,Bronx,40.8687039,-73.8865142,8.56
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,500 West 23rd Street,New York,40.7476133,-74.0045044,8.57
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,75 Christopher Street,New York,40.7336502,-74.0031579,8.57
Bayard Street Obstetrics and Gynecology,clinic,clinic,clinic,,68 Bayard Street,New York,40.7155941,-73.9980907,8.57
"Okyeniba Medical, PC: Samuel K. Mensah MD",doctors,doctors,doctor,,58 East Kingsbridge Road,Bronx,40.866614,-73.8960543,8.57
Greene Street Dental,dentist,dentist,dentist,,72 Greene Street,,40.7232338,-74.0006185,8.57
Pediatric Dentistry of Valley Stream,dentist,dentist,dentist,,,,40.6697821,-73.7156672,8.57
LaserAway,clinic,clinic,clinic,,1595 Northern Boulevard,Manhasset,40.7944121,-73.6880368,8.57
Kiddie Science,kindergarten,kindergarten,,,,,40.6596737,-73.9532212,8.57
Peoples Pharmacy,pharmacy,pharmacy,pharmacy,,65 Mott Street,,40.7161356,-73.9983132,8.57
Brooklyn Family Medicine,clinic,clinic,,,,,40.6576634,-73.9504628,8.57
Greenwich House Preschool,school,school,,,,,40.7322655,-74.0030561,8.58
Barrow Street Nursery School,school,school,,,,,40.7322415,-74.003083,8.58
District 13 Pre-K Center,kindergarten,kindergarten,,,25 Dock Street,,40.7028914,-73.9924505,8.58
Pure OBGYN,doctor,,doctor,,225 Saint Johns Place,,40.6758592,-73.9723159,8.58
Park Slope Orthodontics,dentist,dentist,dentist,,,,40.6749486,-73.9714636,8.58
St. Joseph School,school,school,,,1 Monroe Street,New York,40.7115067,-73.9966587,8.58
Downtown Eye Care,doctor,,doctor,,398 Bridge Street,,40.691357,-73.9854541,8.58
Mia Aesthetics,clinic,,clinic,,522 Atlantic Avenue,,40.6851207,-73.9806336,8.58
General Theological Seminary,school,school,,,,,40.74528,-74.00472,8.59
Public School 23,school,school,,,,,40.7162135,-73.9987505,8.59
Willoughby Dental,dentist,dentist,dentist,,,,40.6919093,-73.9860684,8.59
Centre Care Phamacy,pharmacy,pharmacy,pharmacy,,187 Centre Street,New York,40.7185822,-73.999685,8.59
Canal Radiology Associates,laboratory,,laboratory,,,,40.7170741,-73.9990428,8.59
Cooke Center Academy,school,school,,,60 MacDougal Street,New York,40.7276924,-74.0022708,8.59
Buy Rite Pharmacy,pharmacy,pharmacy,pharmacy,,11 Chatham Square,,40.7139979,-73.9978944,8.59
Mulberry Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7166697,-73.9989872,8.59
Canal Street Pharmacy,pharmacy,pharmacy,pharmacy,,210 Canal Street,,40.7170677,-73.9990518,8.59
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.813661,-73.9817692,8.59
Gramercy Pediatric Dentistry,dentist,dentist,dentist,,,,40.6857768,-73.9814389,8.59
Mount Sinai Medical Center Chinatown,clinic,clinic,clinic,,168 Centre Street,,40.7182093,-73.9995203,8.59
Rendr,clinic,clinic,clinic,,,,40.7181648,-73.9995483,8.59
Notre Dame School,school,school,,,,,40.7398108,-74.0043925,8.59
The Nook,kindergarten,kindergarten,,,,,40.6770394,-73.9738915,8.59
Saint Elizabeth School,school,school,,,,,40.8533333,-73.9319444,8.6
Guardian Angel School,school,school,,,,,40.7466876,-74.0050109,8.6
Lefferts Gardens Montessori,kindergarten,kindergarten,,,,,40.6590753,-73.9531492,8.6
"Dr. Constance Jose, DDS",dentist,dentist,dentist,,,Brooklyn,40.6789573,-73.9757897,8.6
Regina Belkin,doctors,doctors,doctor,,,,40.6751378,-73.972151,8.6
Bklyn Cardio,doctors,doctors,doctor,,,,40.6859343,-73.9818446,8.6
"Dr. Emil Baccash, MD",doctors,doctors,doctor,,,,40.6751048,-73.9720678,8.6
Atlantic Orthopaedics & Sports Medicine,doctors,doctors,doctor,,489 Atlantic Avenue,,40.6858266,-73.9815671,8.6
"A. Bamberger, MD",doctors,doctors,doctor,,,,40.6751209,-73.9721093,8.6
Downing Street Playgroup,kindergarten,kindergarten,,,32 Carmine Street,New York,40.730037,-74.0029744,8.6
Center for Alternative Sentencing,social_facility,social_facility,,outreach,,,40.6915494,-73.9859756,8.6
Dermatology & Dermatologic Surgery,doctor,,doctor,,254 Lincoln Place,,40.6745866,-73.9719921,8.61
Bella Dental,dentist,dentist,dentist,,16 Pell Street,,40.7150134,-73.998716,8.61
Brooklyn High School of the Arts,school,school,,,,,40.6837209,-73.9802603,8.61
Atlantic Dental Care,dentist,dentist,dentist,,,,40.6854858,-73.9815532,8.61
Optimum Health Physical Therapy,physiotherapist,,physiotherapist,,,,40.685985,-73.9819753,8.61
AHF Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6861084,-73.9820851,8.61
AHF Healthcare Center,clinic,clinic,clinic,,,,40.6860038,-73.9820237,8.61
Chinatown Community Fridge & Pantry,social_facility,social_facility,,food_bank,96 Baxter Street,New York,40.7172174,-73.9996218,8.61
P.S. 369 Coy L. Cox School,school,school,,,,,40.687486,-73.9832695,8.61
Harry S. Truman High School,school,school,,,,,40.8741794,-73.8317825,8.61
MS 447,school,school,,,,,40.6838398,-73.9805745,8.62
Imani House,social_facility,social_facility,,outreach,76A 5th Avenue,,40.6806505,-73.977745,8.62
Opal,alternative,,alternative,,,,40.6747581,-73.9723811,8.62
CityMD,clinic,clinic,clinic,,,,40.6861467,-73.9823921,8.62
Lenox Hill Radiology,laboratory,,laboratory,,,,40.686437,-73.9826056,8.62
Quest Diagnostics,laboratory,,laboratory,,,,40.6863964,-73.9826303,8.62
"Elizabeth Schwartzburt, MD",doctors,doctors,doctor,,,,40.6744258,-73.9720584,8.62
"Arlene M. Garcia, MD",doctors,doctors,doctor,,,,40.6744085,-73.9720198,8.62
Park North Dentistry,dentist,dentist,dentist,,,,40.6744845,-73.9720615,8.62
Faith Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6921005,-73.9868063,8.62
Intermed Care PC,clinic,clinic,clinic,,375 Jay Street,Brooklyn,40.6925168,-73.9871091,8.62
Brooklyn Preschool of Science,kindergarten,kindergarten,,,,,40.6790047,-73.9762517,8.62
Duane Reade,pharmacy,pharmacy,pharmacy,,459 Broadway,New York,40.7208441,-74.0008978,8.62
George Washington High School,school,school,,,,,40.8564998,-73.9260481,8.62
The Learning Experience,kindergarten,kindergarten,,,472 Atlantic Avenue,,40.6857755,-73.9823001,8.63
Dynamic Solutions Pediatric Physical & Occupational Therapy,physiotherapist,,physiotherapist,,,,40.6743882,-73.9721259,8.63
Generation,pharmacy,pharmacy,pharmacy,,31-33 Oliver Street,,40.7120721,-73.9979191,8.63
Transfiguration Roman Catholic School,school,school,,,29 Mott Street,,40.7148341,-73.9991105,8.63
Jeffrey Chen Acupuncture,alternative,,alternative,,81 Baxter Street,New York,40.7165907,-73.9997806,8.63
Charles B. Wang Community Health Center,centre,,centre,,125 Walker Street,,40.7173503,-73.9999443,8.63
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6642517,-73.7206706,8.63
LabCorp,laboratory,,laboratory,,,,40.6891484,-73.9849399,8.63
Advantagecare Physicians,clinic,,clinic,,,,40.6863583,-73.982657,8.63
"Matthew Lieberman, D.M.D.",dentist,dentist,dentist,,,,40.674439,-73.9720937,8.63
SCO Family of Services,social_facility,social_facility,,outreach,154 Lawrence Street,,40.6915738,-73.9865182,8.63
Petits Poussins Brooklyn,kindergarten,kindergarten,,,,,40.6899296,-73.9854049,8.63
Buckley School,school,school,,,,,40.7682067,-73.677673,8.63
Concourse House,social_facility,social_facility,,group_home,2751 Grand Concourse,Bronx,40.8683643,-73.8932832,8.64
Park Place Community Middle School,school,school,,,,,40.6788962,-73.9766858,8.64
"Ando Chiropractic, LLC",alternative,,alternative,,725 River Road,Edgewater,40.8201133,-73.9773778,8.64
Park Slope Pediatric Dental,dentist,dentist,dentist,,131 6th Avenue,Brooklyn,40.6781553,-73.975959,8.64
Park Slope Child Care Collective,kindergarten,kindergarten,,,,,40.6764431,-73.9744775,8.64
Seedlings,kindergarten,kindergarten,,,,,40.6997303,-73.9920612,8.64
Balance Regenerative and Sports Medicine,physiotherapist,,physiotherapist,,,,40.6744728,-73.9724937,8.64
Public School 48,school,school,,,4360 Broadway,,40.853283,-73.9336379,8.64
P.S. K077,school,school,,,,,40.6788104,-73.9767438,8.65
Jeunesse Beauty Center,alternative,,alternative,,71 Bond Street,,40.6876144,-73.9842386,8.65
Duane Reade,pharmacy,pharmacy,pharmacy,,1 East Kingsbridge Road,,40.8675606,-73.8970477,8.65
RAICES Times Plaza Senior Center,social_facility,social_facility,,outreach,,,40.6860646,-73.9830426,8.65
CityMD,clinic,clinic,clinic,,,,40.6913938,-73.9868388,8.65
Public School 8,school,school,,,,,40.7007105,-73.9928395,8.65
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,2030 Hillside Avenue,New Hyde Park,40.7508297,-73.6756154,8.65
139 Center Pharmacy,pharmacy,pharmacy,pharmacy,,139 Centre Street,New York,40.7173976,-74.0006546,8.66
Eye Physicians,optometrist,,optometrist,,110 Lafayette Street,New York,40.7182523,-74.0008926,8.66
Bee Healthy Pediatrics,doctor,,doctor,,,,40.6801095,-73.9781293,8.66
ABC Pharmacy,pharmacy,pharmacy,pharmacy,,139 Centre Street,,40.7175172,-74.000561,8.66
Catherine Street Family Respite Shelter,social_facility,social_facility,,shelter,78 Catherine Slip,New York,40.7107454,-73.9979033,8.66
Demont Medical Care,doctors,doctors,doctor,,1209 Hempstead Turnpike,,40.7080729,-73.6847592,8.66
Saints Philip and James School,school,school,,,,,40.8749701,-73.8526767,8.67
Middle School K002,school,school,,,,,40.6564376,-73.9515241,8.67
Park Slope Christian Academy,school,school,,,,,40.6800498,-73.9784952,8.67
Public School K141,school,school,,,,,40.6564413,-73.9515241,8.67
Buy-Rite Pharmacy V,pharmacy,pharmacy,pharmacy,,139 Centre Street,,40.7173578,-74.0006858,8.67
Duane Reade,pharmacy,pharmacy,pharmacy,,386 Fulton Street,Brooklyn,40.6912187,-73.9871958,8.67
Brooklyn Free Space,kindergarten,kindergarten,,,910 Union Street,Brooklyn,40.6727462,-73.9714219,8.67
The Dermatology Specialists,doctor,,doctor,,,,40.6863213,-73.9837219,8.67
Family & Union Dental Office,dentist,dentist,dentist,,,,40.6895004,-73.9860747,8.67
139 Centre,clinic,clinic,centre,,139 Centre Street,,40.7173097,-74.0007245,8.67
Eye Care Center of Park Slope,optometrist,,optometrist,,,,40.673813,-73.9725206,8.67
Park Dentistry,dentist,dentist,dentist,,,,40.6738574,-73.9724884,8.67
Vitreous Retina Macula Consultants of New York,doctors,doctors,doctor,,110 Lafayette Street,New York,40.7181709,-74.0009822,8.67
New Hyde Park Memorial High School,school,school,,,500 Leonard Boulevard,New Hyde Park,40.7414847,-73.6755127,8.67
Public School 38,school,school,,,,,40.6848497,-73.9824889,8.67
Palisades Medical Center,hospital,hospital,hospital,,7600 River Road,North Bergen,40.7941183,-73.9957172,8.67
Public School 621,school,school,,,,,40.7278799,-74.0040284,8.68
Wayside Elementary School,school,school,,,,,40.68556,-73.69833,8.68
Bright Horizons,kindergarten,kindergarten,,,345 Adams Street,Brooklyn,40.6929931,-73.9885712,8.68
Duane Reade,pharmacy,pharmacy,pharmacy,,,,40.8254972,-73.9732598,8.68
"Rachel Frank, M.D.",doctors,doctors,doctor,,,,40.6739613,-73.9728931,8.68
"Amy Glaser, M.D.",doctors,doctors,doctor,,,,40.6739488,-73.9728617,8.68
Jeremiah Program,social_facility,social_facility,,outreach,,,40.6836982,-73.9816409,8.68
Charles B. Wang Community Health Center,clinic,clinic,clinic,,268 Canal Street,,40.7186672,-74.0013731,8.68
StyleXStrength,physiotherapist,,physiotherapist,,93 3rd Avenue,,40.6834738,-73.9817904,8.69
Healing Family Chiropractic,alternative,,alternative,,,,40.6735475,-73.9727019,8.69
VistaSite Eyecare,optometrist,,optometrist,,817 West 181st Street,,40.8512477,-73.9390229,8.69
Century Medical & Dental Center,clinic,clinic,clinic,,200 Livingston Street,Brooklyn,40.6896604,-73.986441,8.69
Read 718,social_facility,social_facility,,literacy,,,40.6865423,-73.984281,8.69
Principal Physical Therapy,physiotherapist,,physiotherapist,,,,40.6735349,-73.9726693,8.69
Occupational & Industrial Orthopedic Center,clinic,clinic,clinic,,63 Downing Street,,40.7291449,-74.004524,8.69
Bronx Excellence 3 Middle,school,school,,,1160 East 213 Street,Bronx,40.8752199,-73.8525946,8.69
Bronx Excellence 4 Middle,school,school,,,1160 E 213 Street,Bronx,40.8751877,-73.8525762,8.69
VillageCare Rehabilitation & Nursing Center,rehabilitation,,rehabilitation,,214 West Houston Street,New York,40.7288213,-74.0044478,8.69
Blessed Sacrament School,school,school,,,,,40.6734364,-73.7087423,8.7
Physio Logic,physiotherapist,,physiotherapist,,409 Fulton Street,,40.6921772,-73.9885345,8.7
Seven Seas Acupuncture,alternative,,alternative,,,,40.6738342,-73.9733963,8.7
Brooklyn Family Orthodontics,dentist,dentist,dentist,,,,40.6732918,-73.9727963,8.7
Soho Smile,dentist,dentist,dentist,,206 Spring Street,New York,40.7252164,-74.0037733,8.7
Allergy MD,doctors,doctors,doctor,,,,40.6871571,-73.9849689,8.7
Brooklyn Eye Cosmetic & Oculofacial Plastic Sugery Center,doctor,,doctor,,9 Prospect Park West,,40.6718461,-73.971275,8.7
Public School 195,school,school,,,,,40.6526375,-73.7352404,8.7
Workshop Middle School,school,school,,,1100 Washington Avenue,,40.6626644,-73.9610762,8.71
Rite Aid,pharmacy,pharmacy,pharmacy,,534 Hudson St,,40.73435,-74.0059799,8.71
Women's Health Center,clinic,,clinic,,,,40.6916678,-73.9884614,8.71
Metrotech Plaza,centre,,centre,,,,40.6916994,-73.9885012,8.71
Dello Russo Laser Vision,doctor,,doctor,,,,40.6872933,-73.9853158,8.71
All Island Dermatology,doctors,doctors,doctor,,54 New Hyde Park Road,Garden City,40.7180365,-73.6798098,8.71
Leroy Pharmacy,pharmacy,pharmacy,pharmacy,,314 East 204th Street,,40.8725991,-73.8784317,8.71
Community High School of Social Justice,school,school,,,,,40.8749496,-73.8617476,8.72
EmèlleMD,doctors,doctors,doctor,,103 Bond Street,,40.6865253,-73.9849782,8.72
SINY Dermatology,doctor,,doctor,,76 7th Avenue,,40.6752391,-73.9751049,8.72
Riverside pediatrics,podiatrist,,podiatrist,,,,40.8264795,-73.9732732,8.72
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7256759,-74.0042932,8.72
AHRC Betty Pendler Day Services,social_facility,social_facility,,outreach,,,40.7284443,-74.0049322,8.72
Public School 41,school,school,,,,,40.87444,-73.86806,8.73
The Robert Fulton School,school,school,,,,,40.7003182,-73.9942882,8.73
Tribeca Pediatrics,doctor,,doctor,,250 Dean Street,,40.6847422,-73.9837023,8.73
Brooklyn Women's Healthcare,doctor,,doctor,,,,40.6812912,-73.9809512,8.73
"Larisa Litvinova, MD",doctors,doctors,doctor,,,,40.681273,-73.980905,8.73
Elisabeth Irwin High School,school,school,,,,,40.7269267,-74.0047831,8.73
Intermediate School 68,school,school,,,,,40.635222,-73.9109095,8.73
Public School 3,school,school,,,490 Hudson Street,,40.7326319,-74.0059444,8.73
Bronx Aerospace High School,school,school,,,,,40.8752925,-73.8615858,8.74
Careland Pharmacy,pharmacy,pharmacy,pharmacy,,84 Clark Street,,40.6972732,-73.9927344,8.74
Kofinas Fertility Group,clinic,,clinic,,118 3rd Avenue,,40.6829508,-73.9824945,8.74
Home,alternative,,alternative,,130 Nevins Street,,40.684617,-73.9837751,8.74
Studio Creative Play,kindergarten,kindergarten,,,84 7th Avenue,,40.6748984,-73.9753231,8.74
Rite Aid,pharmacy,pharmacy,pharmacy,,East Gun Hill Road,,40.8755037,-73.8597508,8.74
Lefferts Community Acupuncture,alternative,,alternative,,1120 Washington Avenue,Brooklyn,40.6619925,-73.961031,8.74
Minka Brooklyn,alternative,,alternative,,1120 Washington Avenue,Brooklyn,40.6620184,-73.9610333,8.74
